id	chr	pos	count	state	enriched.pr
5836	chr6	4704600	10	2	1
5837	chr6	4704800	14	2	1
5838	chr6	4705000	14	2	1
5839	chr6	4705200	6	1	0.9853
5840	chr6	4705400	6	1	0.9184
6571	chr6	4890600	8	1	0.8528
7519	chr6	5137400	9	1	0.9948
7539	chr6	5141400	7	1	0.8738
7540	chr6	5141600	2	1	0.8417
7541	chr6	5141800	11	1	1
7546	chr6	5142800	9	1	0.994
7558	chr6	5145200	7	1	0.9646
7559	chr6	5145400	5	1	0.9727
7560	chr6	5145600	8	1	0.9956
7609	chr6	5156600	10	1	0.9999
7791	chr6	5205600	9	1	1
7792	chr6	5205800	9	1	1
7793	chr6	5206000	3	1	0.9534
7794	chr6	5206200	8	1	0.9945
7827	chr6	5214800	9	1	0.994
7936	chr6	5241400	8	1	0.8538
7950	chr6	5244600	8	1	0.9731
7951	chr6	5244800	6	1	0.8419
7960	chr6	5246600	10	1	0.9999
8068	chr6	5284400	6	1	0.6005
8069	chr6	5284600	7	1	0.6909
8226	chr6	5329200	8	1	0.9994
8227	chr6	5329400	7	1	0.9999
8228	chr6	5329600	8	1	1
8229	chr6	5329800	5	1	0.9925
8230	chr6	5330000	6	1	0.9976
8231	chr6	5330200	7	1	0.9998
8232	chr6	5330400	8	1	1
8233	chr6	5330600	7	1	0.9999
8234	chr6	5330800	7	1	0.9999
8235	chr6	5331000	7	1	0.9984
8236	chr6	5331200	6	1	0.9283
8239	chr6	5331800	7	1	0.6626
8246	chr6	5333200	10	1	1
8247	chr6	5333400	4	1	0.9775
8248	chr6	5333600	7	1	0.9982
8249	chr6	5333800	7	1	0.9862
8254	chr6	5335200	11	1	1
8268	chr6	5338600	6	1	0.824
8269	chr6	5338800	6	1	0.9695
8270	chr6	5339000	12	2	1
8271	chr6	5339200	4	1	0.9555
8272	chr6	5339400	5	1	0.97
8273	chr6	5339600	13	2	1
8274	chr6	5340000	4	1	0.9038
8275	chr6	5340200	4	1	0.9038
8276	chr6	5340400	13	2	1
8277	chr6	5340600	12	2	1
8278	chr6	5340800	6	1	0.9989
8279	chr6	5341000	14	2	1
8280	chr6	5341200	11	2	1
8281	chr6	5341400	12	2	1
8282	chr6	5341600	5	1	0.9937
8283	chr6	5341800	8	1	0.9999
8284	chr6	5342000	6	1	0.9818
8285	chr6	5342200	3	1	0.8978
8286	chr6	5342400	5	1	0.9392
8287	chr6	5342600	10	1	1
8288	chr6	5342800	4	1	0.9789
8289	chr6	5343000	9	1	0.9999
8290	chr6	5343200	3	1	0.7208
8291	chr6	5343400	3	1	0.7208
8292	chr6	5343600	14	2	1
8299	chr6	5345000	8	1	0.9096
8307	chr6	5346600	9	1	0.9995
8308	chr6	5346800	3	1	0.8667
8309	chr6	5347000	5	1	0.8927
8310	chr6	5347200	5	1	0.9364
8311	chr6	5347400	10	1	1
8339	chr6	5353200	6	1	0.7563
8340	chr6	5353400	6	1	0.8835
8341	chr6	5353600	7	1	0.8948
8359	chr6	5357800	6	1	0.907
8360	chr6	5358000	8	1	0.9999
8361	chr6	5358200	7	1	0.9999
8362	chr6	5358400	9	1	1
8363	chr6	5358600	6	1	0.89
8723	chr6	5445800	6	1	0.8562
8724	chr6	5446000	16	2	1
8725	chr6	5446200	7	1	0.9999
8726	chr6	5446400	7	1	0.9999
8727	chr6	5446600	10	1	1
8728	chr6	5446800	8	1	1
8729	chr6	5447000	8	1	1
8730	chr6	5447200	7	1	0.9989
8731	chr6	5447400	2	1	0.9489
8732	chr6	5447600	8	1	0.9998
8733	chr6	5447800	7	1	0.9896
9099	chr6	5545000	8	1	0.8552
9244	chr6	5589000	8	1	0.8567
9249	chr6	5590800	8	1	0.9954
9250	chr6	5591000	7	1	0.9784
9541	chr6	5675800	8	1	0.9989
9542	chr6	5676000	7	1	0.9999
9543	chr6	5676200	13	2	1
9736	chr6	5725000	7	1	0.658
10083	chr6	5816200	11	1	1
10088	chr6	5817200	8	1	0.8649
10281	chr6	5865400	8	1	0.863
10510	chr6	5919600	8	1	0.8498
10651	chr6	5955400	7	1	0.9775
10652	chr6	5955600	6	1	0.9942
10653	chr6	5955800	6	1	0.9976
10654	chr6	5956000	6	1	0.9985
10655	chr6	5956200	7	1	0.9999
10656	chr6	5956400	11	1	1
10778	chr6	5988200	8	1	0.8644
11350	chr6	6125400	8	1	0.8551
11399	chr6	6137600	8	1	0.845
11546	chr6	6171400	8	1	0.958
11547	chr6	6171600	1	1	0.7586
11548	chr6	6171800	6	1	0.7669
11549	chr6	6172000	3	1	0.6495
11550	chr6	6172200	7	1	0.716
11659	chr6	6196000	9	1	0.9974
11660	chr6	6196200	5	1	0.6285
11739	chr6	6214400	7	1	0.6535
11746	chr6	6215800	8	1	0.8532
11794	chr6	6230200	7	1	0.9717
11795	chr6	6230400	7	1	0.972
11806	chr6	6232600	7	1	0.8877
11807	chr6	6233000	1	1	0.8695
11808	chr6	6233200	9	1	0.999
11839	chr6	6240600	11	1	1
11850	chr6	6242800	8	1	0.9365
11854	chr6	6243600	11	1	1
11855	chr6	6243800	7	1	0.9823
11915	chr6	6257000	9	1	0.9999
11916	chr6	6257200	7	1	0.9865
11986	chr6	6272800	7	1	0.8494
11987	chr6	6273000	4	1	0.785
11988	chr6	6273200	7	1	0.8196
11998	chr6	6275600	8	1	0.8453
12336	chr6	6356800	6	1	0.6678
12337	chr6	6357000	7	1	0.7328
12526	chr6	6407800	13	2	1
12527	chr6	6408000	6	1	0.9946
12528	chr6	6408200	4	1	0.9743
12529	chr6	6408400	7	1	0.9994
12530	chr6	6408600	9	1	1
12531	chr6	6408800	9	1	1
12532	chr6	6409000	8	1	0.9999
12533	chr6	6409200	2	1	0.9447
12534	chr6	6409400	7	1	0.9938
12535	chr6	6409600	4	1	0.9711
12536	chr6	6409800	7	1	0.9957
12537	chr6	6410000	6	1	0.9648
12538	chr6	6410200	3	1	0.8145
12539	chr6	6410400	7	1	0.8433
12554	chr6	6413800	8	1	0.8907
12607	chr6	6425800	8	1	0.8499
12751	chr6	6467800	8	1	0.8922
12803	chr6	6483400	7	1	0.7701
12804	chr6	6483600	6	1	0.6642
12847	chr6	6494400	9	1	0.9938
12958	chr6	6524400	7	1	0.6401
12960	chr6	6524800	7	1	0.6439
13256	chr6	6600000	9	1	0.998
13257	chr6	6600200	3	1	0.6856
13258	chr6	6600400	2	1	0.6798
13259	chr6	6600600	9	1	0.9978
13761	chr6	6733000	10	1	0.9999
13781	chr6	6737200	11	1	1
13782	chr6	6737400	2	1	0.9355
13783	chr6	6737600	7	1	0.983
13784	chr6	6737800	5	1	0.909
13785	chr6	6738000	3	1	0.8563
13786	chr6	6738200	7	1	0.9435
13787	chr6	6738400	5	1	0.8037
13788	chr6	6738600	6	1	0.6931
13824	chr6	6746600	6	1	0.8763
13825	chr6	6746800	7	1	0.9524
13826	chr6	6747000	5	1	0.818
13827	chr6	6747200	6	1	0.7121
13850	chr6	6752400	10	1	1
13851	chr6	6752600	10	1	1
13852	chr6	6752800	1	1	0.8288
13853	chr6	6753000	5	1	0.8389
13854	chr6	6753200	7	1	0.8656
13906	chr6	6765000	7	1	0.6673
13921	chr6	6768400	13	2	1
13930	chr6	6770200	8	1	0.8726
13958	chr6	6776400	9	1	0.9985
13959	chr6	6776600	3	1	0.752
13960	chr6	6776800	5	1	0.7579
13961	chr6	6777000	4	1	0.7798
13962	chr6	6777200	8	1	0.9612
13973	chr6	6779600	9	1	1
13974	chr6	6779800	6	1	0.9989
13975	chr6	6780000	8	1	1
13976	chr6	6780200	6	1	0.9989
13977	chr6	6780400	10	1	1
13978	chr6	6780600	7	1	0.9842
13996	chr6	6784800	9	1	0.9999
13997	chr6	6785000	7	1	0.9838
14005	chr6	6786600	9	1	0.9952
14043	chr6	6795200	4	1	0.6293
14044	chr6	6795400	11	1	1
14045	chr6	6795600	5	1	0.8487
14046	chr6	6795800	6	1	0.7287
14052	chr6	6797000	12	2	1
14053	chr6	6797200	6	1	0.9989
14054	chr6	6797400	14	2	1
14055	chr6	6797600	10	2	1
14056	chr6	6797800	12	2	1
14057	chr6	6798000	9	2	1
14058	chr6	6798200	14	2	1
14059	chr6	6798400	7	1	0.9999
14060	chr6	6798600	11	1	1
14061	chr6	6798800	5	1	0.8008
14062	chr6	6799000	4	1	0.6391
14063	chr6	6799200	2	1	0.6291
14064	chr6	6799400	6	1	0.9369
14065	chr6	6799600	9	1	1
14066	chr6	6799800	12	2	1
14067	chr6	6800000	8	2	1
14068	chr6	6800200	16	2	1
14069	chr6	6800400	20	2	1
14070	chr6	6800600	24	2	1
14071	chr6	6800800	29	2	1
14072	chr6	6801000	21	2	1
14073	chr6	6801200	11	2	1
14074	chr6	6801400	10	2	1
14075	chr6	6801600	10	2	1
14076	chr6	6801800	11	2	1
14077	chr6	6802000	8	1	1
14078	chr6	6802200	8	1	1
14079	chr6	6802400	9	1	1
14080	chr6	6802600	12	2	1
14081	chr6	6802800	5	1	0.9475
14082	chr6	6803000	3	1	0.9135
14083	chr6	6803200	10	1	1
14084	chr6	6803400	9	1	1
14085	chr6	6803600	4	1	0.9748
14086	chr6	6803800	6	1	0.9947
14087	chr6	6804000	10	2	1
14088	chr6	6804200	22	2	1
14089	chr6	6804400	22	2	1
14090	chr6	6804600	11	2	1
14091	chr6	6804800	23	2	1
14092	chr6	6805000	36	2	1
14093	chr6	6805200	16	2	1
14094	chr6	6805400	27	2	1
14095	chr6	6805600	22	2	1
14096	chr6	6805800	13	2	1
14097	chr6	6806000	16	2	1
14098	chr6	6806200	4	1	0.9789
14099	chr6	6806400	29	2	1
14100	chr6	6806600	13	2	1
14101	chr6	6806800	23	2	1
14102	chr6	6807000	16	2	1
14103	chr6	6807200	13	2	1
14104	chr6	6807400	4	1	0.9785
14105	chr6	6807600	7	1	0.9995
14106	chr6	6807800	20	2	1
14107	chr6	6808000	18	2	1
14108	chr6	6808200	6	1	0.9989
14109	chr6	6808400	13	2	1
14110	chr6	6808600	16	2	1
14111	chr6	6808800	11	2	1
14112	chr6	6809000	8	2	1
14113	chr6	6809200	28	2	1
14114	chr6	6809400	22	2	1
14115	chr6	6809600	31	2	1
14116	chr6	6809800	36	2	1
14117	chr6	6810000	46	2	1
14118	chr6	6810200	32	2	1
14119	chr6	6810400	34	2	1
14120	chr6	6810600	46	2	1
14121	chr6	6810800	40	2	1
14122	chr6	6811000	46	2	1
14123	chr6	6811200	47	2	1
14124	chr6	6811400	46	2	1
14125	chr6	6811600	26	2	1
14126	chr6	6811800	12	2	1
14127	chr6	6812000	15	2	1
14128	chr6	6812200	19	2	1
14129	chr6	6812400	23	2	1
14130	chr6	6812600	38	2	1
14131	chr6	6812800	32	2	1
14132	chr6	6813000	12	2	1
14133	chr6	6813200	26	2	1
14134	chr6	6813400	41	2	1
14135	chr6	6813600	46	2	1
14136	chr6	6813800	45	2	1
14137	chr6	6814000	60	2	1
14138	chr6	6814200	48	2	1
14139	chr6	6814400	51	2	1
14140	chr6	6814600	47	2	1
14141	chr6	6814800	32	2	1
14142	chr6	6815000	27	2	1
14143	chr6	6815200	30	2	1
14144	chr6	6815400	12	2	1
14145	chr6	6815600	11	2	1
14146	chr6	6815800	9	2	1
14147	chr6	6816000	16	2	1
14148	chr6	6816200	7	2	0.9999
14149	chr6	6816400	15	2	1
14150	chr6	6816600	2	1	0.9501
14151	chr6	6816800	11	2	1
14152	chr6	6817000	15	2	1
14153	chr6	6817200	7	1	0.9996
14154	chr6	6817400	5	1	0.9851
14155	chr6	6817600	7	1	0.9841
14156	chr6	6817800	2	1	0.6335
14157	chr6	6818000	2	1	0.6342
14158	chr6	6818200	7	1	0.9926
14159	chr6	6818400	10	2	1
14160	chr6	6818600	10	2	1
14161	chr6	6818800	9	2	1
14162	chr6	6819000	14	2	1
14163	chr6	6819200	14	2	1
14164	chr6	6819400	10	2	1
14165	chr6	6819600	10	2	1
14166	chr6	6819800	14	2	1
14167	chr6	6820000	11	2	1
14168	chr6	6820200	14	2	1
14169	chr6	6820400	7	1	0.9998
14170	chr6	6820600	5	1	0.9937
14171	chr6	6820800	18	2	1
14172	chr6	6821000	16	2	1
14173	chr6	6821200	8	2	1
14174	chr6	6821400	13	2	1
14175	chr6	6821600	10	2	1
14176	chr6	6821800	14	2	1
14177	chr6	6822000	8	2	1
14178	chr6	6822200	11	2	1
14179	chr6	6822400	16	2	1
14180	chr6	6822600	15	2	1
14181	chr6	6822800	21	2	1
14182	chr6	6823000	26	2	1
14183	chr6	6823200	11	2	1
14184	chr6	6823400	23	2	1
14185	chr6	6823600	20	2	1
14186	chr6	6823800	35	2	1
14187	chr6	6824000	42	2	1
14188	chr6	6824200	31	2	1
14189	chr6	6824400	39	2	1
14190	chr6	6824600	23	2	1
14191	chr6	6824800	31	2	1
14192	chr6	6825000	36	2	1
14193	chr6	6825200	26	2	1
14194	chr6	6825400	31	2	1
14195	chr6	6825600	7	2	0.9999
14196	chr6	6825800	25	2	1
14197	chr6	6826000	20	2	1
14198	chr6	6826200	25	2	1
14199	chr6	6826400	17	2	1
14200	chr6	6826600	22	2	1
14201	chr6	6826800	18	2	1
14202	chr6	6827000	5	1	0.9938
14203	chr6	6827200	9	1	1
14204	chr6	6827400	12	2	1
14205	chr6	6827600	15	2	1
14206	chr6	6827800	10	2	1
14207	chr6	6828000	27	2	1
14208	chr6	6828200	39	2	1
14209	chr6	6828400	52	2	1
14210	chr6	6828600	47	2	1
14211	chr6	6828800	38	2	1
14212	chr6	6829000	37	2	1
14213	chr6	6829200	20	2	1
14214	chr6	6829400	35	2	1
14215	chr6	6829600	16	2	1
14216	chr6	6829800	35	2	1
14217	chr6	6830000	29	2	1
14218	chr6	6830200	28	2	1
14219	chr6	6830400	38	2	1
14220	chr6	6830600	40	2	1
14221	chr6	6830800	19	2	1
14222	chr6	6831000	33	2	1
14223	chr6	6831200	46	2	1
14224	chr6	6831400	45	2	1
14225	chr6	6831600	53	2	1
14226	chr6	6831800	27	2	1
14227	chr6	6832000	33	2	1
14228	chr6	6832200	8	2	1
14229	chr6	6832400	16	2	1
14230	chr6	6832600	22	2	1
14231	chr6	6832800	11	2	1
14232	chr6	6833000	15	2	1
14233	chr6	6833200	8	2	1
14234	chr6	6833400	12	2	1
14235	chr6	6833600	8	1	0.9994
14242	chr6	6835200	9	1	0.9982
14250	chr6	6837400	7	1	0.9851
14251	chr6	6837600	8	1	0.9992
14252	chr6	6837800	1	1	0.8317
14253	chr6	6838000	4	1	0.8426
14254	chr6	6838200	7	1	0.9829
14255	chr6	6838400	4	1	0.961
14256	chr6	6838600	6	1	0.9924
14257	chr6	6838800	9	1	0.9999
14344	chr6	6858600	8	1	0.8493
14575	chr6	6919000	10	1	0.9999
14777	chr6	6991800	8	1	0.9731
14778	chr6	6992000	6	1	0.8441
15371	chr6	7157400	8	1	0.864
15622	chr6	7222800	9	1	0.9937
15878	chr6	7298200	8	1	0.9109
16231	chr6	7390800	8	1	0.8511
16243	chr6	7394400	8	1	0.854
16633	chr6	7503800	11	2	1
16634	chr6	7504000	27	2	1
16635	chr6	7504200	18	2	1
16636	chr6	7504400	22	2	1
16637	chr6	7504600	20	2	1
16638	chr6	7504800	32	2	1
16639	chr6	7505000	32	2	1
16640	chr6	7505200	41	2	1
16641	chr6	7505400	24	2	1
16642	chr6	7505600	20	2	1
16643	chr6	7505800	23	2	1
16644	chr6	7506000	23	2	1
16645	chr6	7506200	26	2	1
16646	chr6	7506400	27	2	1
16647	chr6	7506600	13	2	1
16648	chr6	7506800	20	2	1
16649	chr6	7507000	12	2	1
16650	chr6	7507200	8	1	1
16651	chr6	7507400	5	1	0.9938
16652	chr6	7507600	10	1	1
16653	chr6	7507800	9	1	1
16654	chr6	7508000	9	1	1
16655	chr6	7508200	16	2	1
16706	chr6	7520200	7	1	0.9288
16707	chr6	7520400	7	1	0.9292
16822	chr6	7549400	6	1	0.8411
16823	chr6	7549600	8	1	0.9732
16916	chr6	7576800	7	1	0.9139
16917	chr6	7577000	6	1	0.9086
16918	chr6	7577200	2	1	0.8106
16919	chr6	7577400	7	1	0.883
17103	chr6	7629200	8	1	0.8543
17156	chr6	7642600	8	1	0.8522
17465	chr6	7729200	8	1	0.8426
17495	chr6	7736600	8	1	0.8425
17941	chr6	7848400	6	1	0.8271
17942	chr6	7848600	8	1	0.9704
17992	chr6	7862000	10	1	0.9999
18085	chr6	7898200	8	1	0.8452
18172	chr6	7919600	8	1	0.905
20086	chr6	8445000	8	1	0.8649
20461	chr6	8549600	8	1	0.9031
20884	chr6	8680000	13	2	1
21050	chr6	8724800	8	1	0.9423
21060	chr6	8727200	8	1	0.9989
21061	chr6	8727400	9	1	1
21062	chr6	8727600	8	1	1
21063	chr6	8727800	5	1	0.9925
21064	chr6	8728000	6	1	0.9977
21065	chr6	8728200	14	2	1
21066	chr6	8728400	12	2	1
21067	chr6	8728600	8	1	0.999
21579	chr6	8864800	6	1	0.8458
21580	chr6	8865000	9	1	0.999
21706	chr6	8897000	6	1	0.8627
21707	chr6	8897200	9	1	1
21708	chr6	8897400	16	2	1
21709	chr6	8897600	19	2	1
21710	chr6	8897800	13	2	1
21711	chr6	8898000	16	2	1
21712	chr6	8898200	22	2	1
21713	chr6	8898400	30	2	1
21714	chr6	8898600	18	2	1
21715	chr6	8898800	36	2	1
21716	chr6	8899000	45	2	1
21717	chr6	8899200	43	2	1
21718	chr6	8899400	46	2	1
21719	chr6	8899600	40	2	1
21720	chr6	8899800	64	2	1
21721	chr6	8900000	48	2	1
21722	chr6	8900200	31	2	1
21723	chr6	8900400	21	2	1
21724	chr6	8900600	34	2	1
21725	chr6	8900800	28	2	1
21726	chr6	8901000	24	2	1
21727	chr6	8901200	28	2	1
21728	chr6	8901400	21	2	1
21729	chr6	8901600	20	2	1
21730	chr6	8901800	15	2	1
21731	chr6	8902000	20	2	1
21732	chr6	8902200	15	2	1
21733	chr6	8902400	7	1	0.9995
21734	chr6	8902600	4	1	0.9785
21735	chr6	8902800	15	2	1
21736	chr6	8903000	13	2	1
21737	chr6	8903200	7	1	0.9999
21738	chr6	8903400	7	1	0.9999
21739	chr6	8903600	8	1	1
21740	chr6	8903800	6	1	0.9989
21741	chr6	8904000	11	2	1
21742	chr6	8904200	10	2	1
21743	chr6	8904400	9	2	1
21744	chr6	8904600	23	2	1
21745	chr6	8904800	14	2	1
21746	chr6	8905000	14	2	1
21747	chr6	8905200	19	2	1
21748	chr6	8905400	19	2	1
21749	chr6	8905800	14	2	1
21750	chr6	8906000	24	2	1
21751	chr6	8906200	14	2	1
21752	chr6	8906400	19	2	1
21753	chr6	8906600	17	2	1
21754	chr6	8906800	17	2	1
21755	chr6	8907000	29	2	1
21756	chr6	8907200	18	2	1
21757	chr6	8907400	6	1	0.9989
21758	chr6	8907600	10	1	1
21759	chr6	8907800	6	1	0.9989
21760	chr6	8908000	9	1	1
21761	chr6	8908200	14	2	1
21762	chr6	8908400	8	1	1
21763	chr6	8908600	5	1	0.9866
21764	chr6	8908800	5	1	0.9866
21765	chr6	8909000	14	2	1
21766	chr6	8909200	6	1	0.9944
21767	chr6	8909600	4	1	0.9727
21768	chr6	8909800	7	1	0.9974
21769	chr6	8910000	7	1	0.9812
21967	chr6	8959400	8	1	0.8544
22028	chr6	8974400	8	1	0.8505
22657	chr6	9143000	10	1	0.9999
22681	chr6	9149400	8	1	0.8457
22797	chr6	9178600	8	1	0.8619
25683	chr6	10073400	9	1	0.9937
28120	chr6	10919200	9	1	0.9941
28128	chr6	10920800	9	1	0.9941
28383	chr6	10988200	11	1	1
28515	chr6	11024200	8	1	0.845
28528	chr6	11029000	7	1	0.9263
28529	chr6	11029200	7	1	0.9267
29279	chr6	11259400	7	1	0.6521
29666	chr6	11373200	8	1	0.8526
29921	chr6	11454200	9	1	0.9948
30241	chr6	11541800	10	1	0.9999
30930	chr6	11754400	8	1	0.8641
31097	chr6	11868800	8	1	0.8532
33339	chr6	12505000	7	1	0.9841
33340	chr6	12505200	7	1	0.9993
33341	chr6	12505400	6	1	0.9966
33342	chr6	12505600	7	1	0.9874
33964	chr6	12697000	6	1	0.7429
33965	chr6	12697200	6	1	0.8675
33966	chr6	12697400	4	1	0.8754
33967	chr6	12697600	14	2	1
33968	chr6	12697800	17	2	1
33969	chr6	12698000	17	2	1
33970	chr6	12698200	8	1	1
33971	chr6	12698400	8	1	1
33972	chr6	12698600	7	1	0.9999
33973	chr6	12698800	13	2	1
33974	chr6	12699000	20	2	1
33975	chr6	12699200	17	2	1
33976	chr6	12699400	24	2	1
33977	chr6	12699600	11	2	1
33978	chr6	12699800	8	1	1
33979	chr6	12700000	6	1	0.9655
33980	chr6	12700200	2	1	0.8003
33981	chr6	12700400	7	1	0.8375
34217	chr6	12766800	9	1	0.9937
34903	chr6	12977600	10	1	0.9999
35256	chr6	13073600	8	1	0.8526
35299	chr6	13084000	7	1	0.8054
35300	chr6	13084200	6	1	0.6868
35641	chr6	13174800	9	1	0.997
35644	chr6	13175400	7	1	0.6607
35966	chr6	13264200	8	1	0.8429
37369	chr6	13703400	7	1	0.924
37370	chr6	13703600	1	1	0.9002
37371	chr6	13703800	10	1	1
37648	chr6	13785800	13	2	1
37649	chr6	13786000	6	1	0.9989
37650	chr6	13786200	18	2	1
37651	chr6	13786400	12	2	1
37652	chr6	13786600	9	1	1
37653	chr6	13786800	7	1	0.9999
37654	chr6	13787000	10	1	1
37655	chr6	13787200	7	1	0.9999
37656	chr6	13787400	7	1	0.9999
37657	chr6	13787600	11	1	1
37906	chr6	13851200	7	1	0.7519
37907	chr6	13851800	6	1	0.6949
38645	chr6	14066000	8	1	0.8519
40004	chr6	14485600	7	1	0.9286
40005	chr6	14485800	7	1	0.9291
40116	chr6	14524600	8	1	0.8637
41213	chr6	14847200	8	1	0.9989
41214	chr6	14847400	9	1	1
41215	chr6	14847600	8	1	1
41216	chr6	14847800	13	2	1
41217	chr6	14848000	27	2	1
41218	chr6	14848200	29	2	1
41219	chr6	14848400	26	2	1
41220	chr6	14848600	38	2	1
41221	chr6	14848800	21	2	1
41222	chr6	14849000	22	2	1
41223	chr6	14849200	21	2	1
41224	chr6	14849400	20	2	1
41225	chr6	14849600	14	2	1
41226	chr6	14849800	46	2	1
41227	chr6	14850000	49	2	1
