id	chr	pos	count	state	enriched.pr
5836	chr6	4704600	2.3419	1	0.6834
5837	chr6	4704800	4.9883	2	0.9965
5838	chr6	4705000	7.5527	2	1
6852	chr6	4960400	2.4532	2	0.6716
7541	chr6	5141800	6.4227	2	0.7891
8226	chr6	5329200	4.4379	1	0.6083
8227	chr6	5329400	2.9216	1	0.6127
8228	chr6	5329600	4.4379	1	0.6091
8254	chr6	5335200	6.4227	2	0.7703
8269	chr6	5338800	3.1148	2	0.7606
8270	chr6	5339000	5.3747	2	0.9876
8271	chr6	5339200	1.7916	2	0.9826
8272	chr6	5339400	1.5984	2	0.9849
8273	chr6	5339600	7.7459	2	1
8274	chr6	5340000	0.082	2	0.9757
8275	chr6	5340200	0.9368	2	0.9767
8276	chr6	5340400	6.8911	2	1
8277	chr6	5340600	7.0843	2	1
8278	chr6	5340800	2.26	2	0.9992
8279	chr6	5341000	8.4075	2	1
8280	chr6	5341200	5.5679	2	1
8281	chr6	5341400	5.3747	2	1
8282	chr6	5341600	1.5984	2	0.9931
8283	chr6	5341800	3.5831	2	0.9932
8284	chr6	5342000	3.1148	2	0.9873
8286	chr6	5342400	2.4532	2	0.9823
8287	chr6	5342600	5.7611	2	0.9928
8288	chr6	5342800	1.7916	2	0.7771
8289	chr6	5343000	1.6803	2	0.7018
8292	chr6	5343600	8.4075	2	1
8360	chr6	5358000	4.4379	2	0.7867
8361	chr6	5358200	2.9216	2	0.8086
8362	chr6	5358400	5.0995	2	0.8217
8724	chr6	5446000	7.1663	2	0.9998
8725	chr6	5446200	1.212	2	0.992
8726	chr6	5446400	2.0668	2	0.9931
8727	chr6	5446600	5.7611	2	0.9989
8728	chr6	5446800	1.0188	2	0.9413
8729	chr6	5447000	1.8736	2	0.9332
8730	chr6	5447200	3.7764	2	0.9371
8732	chr6	5447600	4.4379	2	0.9243
8733	chr6	5447800	3.7764	2	0.8531
10083	chr6	5816200	4.7131	2	0.8629
10084	chr6	5816400	0.2752	2	0.8761
10088	chr6	5817200	4.4379	2	0.9373
11806	chr6	6232600	3.7764	2	0.9922
11808	chr6	6233200	3.3899	2	0.7627
12526	chr6	6407800	7.7459	2	1
12527	chr6	6408000	2.26	2	0.9961
12528	chr6	6408200	1.7916	2	0.9951
12529	chr6	6408400	3.7764	2	0.9986
12530	chr6	6408600	3.3899	2	0.9987
12531	chr6	6408800	5.0995	2	0.9978
12532	chr6	6409000	2.7284	2	0.8513
13781	chr6	6737200	6.4227	2	0.824
13850	chr6	6752400	4.9063	2	0.8156
13851	chr6	6752600	4.9063	2	0.815
13973	chr6	6779600	5.0995	2	0.9907
13974	chr6	6779800	3.1148	2	0.9963
13975	chr6	6780000	4.4379	2	0.9995
13976	chr6	6780200	2.26	2	0.9986
13977	chr6	6780400	5.7611	2	0.9995
13978	chr6	6780600	3.7764	2	0.9017
14052	chr6	6797000	7.0843	2	0.9999
14053	chr6	6797200	1.4052	2	0.998
14054	chr6	6797400	8.4075	2	1
14055	chr6	6797600	1.4871	2	0.9982
14056	chr6	6797800	6.2295	2	1
14057	chr6	6798000	5.0995	2	1
14058	chr6	6798200	8.4075	2	1
14059	chr6	6798400	2.9216	2	0.997
14060	chr6	6798600	4.7131	2	0.9934
14061	chr6	6798800	0.7436	2	0.8123
14062	chr6	6799000	1.7916	2	0.7858
14064	chr6	6799400	2.26	2	0.8501
14065	chr6	6799600	3.3899	2	0.9636
14066	chr6	6799800	7.0843	2	1
14067	chr6	6800000	4.4379	2	1
14068	chr6	6800200	9.7307	2	1
14069	chr6	6800400	10.6675	2	1
14070	chr6	6800600	13.3138	2	1
14071	chr6	6800800	17.4766	2	1
14072	chr6	6801000	13.0387	2	1
14073	chr6	6801200	6.4227	2	1
14074	chr6	6801400	5.7611	2	1
14075	chr6	6801600	4.9063	2	1
14076	chr6	6801800	6.4227	2	1
14077	chr6	6802000	3.5831	2	0.9998
14078	chr6	6802200	2.7284	2	0.9993
14079	chr6	6802400	3.3899	2	0.9997
14080	chr6	6802600	7.0843	2	1
14081	chr6	6802800	1.5984	2	0.9852
14083	chr6	6803200	5.7611	2	0.9998
14084	chr6	6803400	3.3899	2	0.9974
14085	chr6	6803600	0.9368	2	0.9903
14086	chr6	6803800	2.26	2	0.9931
14087	chr6	6804000	5.7611	2	1
14088	chr6	6804200	13.7003	2	1
14089	chr6	6804400	12.8455	2	1
14090	chr6	6804600	5.5679	2	1
14091	chr6	6804800	12.6522	2	1
14092	chr6	6805000	22.9626	2	1
14093	chr6	6805200	8.0211	2	1
14094	chr6	6805400	14.4438	2	1
14095	chr6	6805600	13.7003	2	1
14096	chr6	6805800	6.0363	2	1
14097	chr6	6806000	9.7307	2	1
14099	chr6	6806400	18.3314	2	1
14100	chr6	6806600	6.8911	2	1
14101	chr6	6806800	12.6522	2	1
14102	chr6	6807000	8.0211	2	1
14103	chr6	6807200	7.7459	2	1
14104	chr6	6807400	1.7916	2	0.9984
14105	chr6	6807600	3.7764	2	0.9997
14106	chr6	6807800	12.3771	2	1
14107	chr6	6808000	10.1991	2	1
14108	chr6	6808200	2.26	2	0.9992
14109	chr6	6808400	6.0363	2	1
14110	chr6	6808600	4.6019	2	1
14111	chr6	6808800	3.0035	2	0.9996
14112	chr6	6809000	3.5831	2	0.9998
14113	chr6	6809200	15.1054	2	1
14114	chr6	6809400	13.7003	2	1
14115	chr6	6809600	17.0902	2	1
14116	chr6	6809800	22.9626	2	1
14117	chr6	6810000	28.7237	2	1
14118	chr6	6810200	17.7518	2	1
14119	chr6	6810400	20.7846	2	1
14120	chr6	6810600	27.8689	2	1
14121	chr6	6810800	25.6089	2	1
14122	chr6	6811000	27.8689	2	1
14123	chr6	6811200	25.9661	2	1
14124	chr6	6811400	23.5949	2	1
14125	chr6	6811600	16.3466	2	1
14126	chr6	6811800	7.0843	2	1
14127	chr6	6812000	9.0691	2	1
14128	chr6	6812200	10.0059	2	1
14129	chr6	6812400	14.3618	2	1
14130	chr6	6812600	24.2857	2	1
14131	chr6	6812800	18.6066	2	1
14132	chr6	6813000	7.0843	2	1
14133	chr6	6813200	16.3466	2	1
14134	chr6	6813400	26.2705	2	1
14135	chr6	6813600	29.5785	2	1
14136	chr6	6813800	26.3525	2	1
14137	chr6	6814000	32.0024	2	1
14138	chr6	6814200	28.3373	2	1
14139	chr6	6814400	31.1769	2	1
14140	chr6	6814600	28.5305	2	1
14141	chr6	6814800	19.4614	2	1
14142	chr6	6815000	15.2986	2	1
14143	chr6	6815200	17.2834	2	1
14144	chr6	6815400	5.3747	2	1
14145	chr6	6815600	3.0035	2	0.9997
14146	chr6	6815800	4.2447	2	1
14147	chr6	6816000	9.7307	2	1
14148	chr6	6816200	2.0668	2	0.999
14149	chr6	6816400	9.0691	2	1
14150	chr6	6816600	0.4684	2	0.9965
14151	chr6	6816800	4.7131	2	0.9999
14152	chr6	6817000	6.5047	2	1
14153	chr6	6817200	1.212	2	0.9225
14154	chr6	6817400	1.5984	2	0.9082
14155	chr6	6817600	3.7764	2	0.9122
14156	chr6	6817800	0.4684	2	0.8859
14157	chr6	6818000	0.4684	2	0.8948
14158	chr6	6818200	3.7764	2	0.9843
14159	chr6	6818400	4.0515	2	0.9985
14160	chr6	6818600	4.0515	2	0.9998
14161	chr6	6818800	5.0995	2	1
14162	chr6	6819000	7.5527	2	1
14163	chr6	6819200	8.4075	2	1
14164	chr6	6819400	4.0515	2	0.9999
14165	chr6	6819600	2.3419	2	0.9992
14166	chr6	6819800	8.4075	2	1
14167	chr6	6820000	5.5679	2	1
14168	chr6	6820200	8.4075	2	1
14169	chr6	6820400	2.9216	2	0.9985
14170	chr6	6820600	1.5984	2	0.9972
14171	chr6	6820800	11.0539	2	1
14172	chr6	6821000	9.7307	2	1
14173	chr6	6821200	3.5831	2	0.9999
14174	chr6	6821400	7.7459	2	1
14175	chr6	6821600	5.7611	2	1
14176	chr6	6821800	8.4075	2	1
14177	chr6	6822000	2.7284	2	0.9995
14178	chr6	6822200	3.8583	2	0.9999
14179	chr6	6822400	9.7307	2	1
14180	chr6	6822600	9.0691	2	1
14181	chr6	6822800	13.0387	2	1
14182	chr6	6823000	13.7822	2	1
14183	chr6	6823200	3.8583	2	0.9999
14184	chr6	6823400	10.9427	2	1
14185	chr6	6823600	10.6675	2	1
14186	chr6	6823800	21.4462	2	1
14187	chr6	6824000	22.6581	2	1
14188	chr6	6824200	19.6546	2	1
14189	chr6	6824400	24.0925	2	1
14190	chr6	6824600	10.9427	2	1
14191	chr6	6824800	13.671	2	1
14192	chr6	6825000	22.1078	2	1
14193	chr6	6825200	14.637	2	1
14194	chr6	6825400	18.7998	2	1
14195	chr6	6825600	0.3572	2	0.9965
14196	chr6	6825800	14.8302	2	1
14197	chr6	6826000	12.3771	2	1
14198	chr6	6826200	13.9754	2	1
14199	chr6	6826400	10.3923	2	1
14200	chr6	6826600	11.1359	2	1
14201	chr6	6826800	10.1991	2	1
14202	chr6	6827000	1.5984	2	0.9983
14203	chr6	6827200	5.0995	2	1
14204	chr6	6827400	7.0843	2	1
14205	chr6	6827600	8.2143	2	1
14206	chr6	6827800	5.7611	2	1
14207	chr6	6828000	15.2986	2	1
14208	chr6	6828200	22.3829	2	1
14209	chr6	6828400	30.9837	2	1
14210	chr6	6828600	28.5305	2	1
14211	chr6	6828800	20.8665	2	1
14212	chr6	6829000	22.7693	2	1
14213	chr6	6829200	8.9579	2	1
14214	chr6	6829400	22.301	2	1
14215	chr6	6829600	8.8759	2	1
14216	chr6	6829800	21.4462	2	1
14217	chr6	6830000	17.4766	2	1
14218	chr6	6830200	16.815	2	1
14219	chr6	6830400	24.2857	2	1
14220	chr6	6830600	23.0445	2	1
14221	chr6	6830800	10.0059	2	1
14222	chr6	6831000	15.849	2	1
14223	chr6	6831200	24.4497	2	1
14224	chr6	6831400	25.4977	2	1
14225	chr6	6831600	31.6452	2	1
14226	chr6	6831800	17.0082	2	1
14227	chr6	6832000	20.123	2	1
14228	chr6	6832200	3.5831	2	0.9999
14229	chr6	6832400	8.0211	2	1
14230	chr6	6832600	12.8455	2	1
14231	chr6	6832800	4.7131	2	1
14232	chr6	6833000	8.2143	2	1
14233	chr6	6833200	4.4379	2	1
14234	chr6	6833400	6.2295	2	0.9999
14235	chr6	6833600	2.7284	2	0.6067
16633	chr6	7503800	3.8583	2	0.9136
16634	chr6	7504000	14.4438	2	1
16635	chr6	7504200	11.0539	2	1
16636	chr6	7504400	13.7003	2	1
16637	chr6	7504600	9.8127	2	1
16638	chr6	7504800	15.1874	2	1
16639	chr6	7505000	17.7518	2	1
16640	chr6	7505200	24.5609	2	1
16641	chr6	7505400	15.0234	2	1
16642	chr6	7505600	11.5223	2	1
16643	chr6	7505800	12.6522	2	1
16644	chr6	7506000	11.7974	2	1
16645	chr6	7506200	16.3466	2	1
16646	chr6	7506400	17.0082	2	1
16647	chr6	7506600	7.7459	2	1
16648	chr6	7506800	12.3771	2	1
16649	chr6	7507000	5.3747	2	1
16650	chr6	7507200	4.4379	2	0.9999
16651	chr6	7507400	1.5984	2	0.9983
16652	chr6	7507600	5.7611	2	1
16653	chr6	7507800	3.3899	2	0.9998
16654	chr6	7508000	5.0995	2	1
16655	chr6	7508200	7.1663	2	1
21064	chr6	8728000	3.1148	2	0.6462
21065	chr6	8728200	3.2787	2	0.9012
21066	chr6	8728400	7.0843	2	0.9998
21067	chr6	8728600	4.4379	2	0.9659
21706	chr6	8897000	3.1148	2	0.6805
21707	chr6	8897200	3.3899	2	0.9225
21708	chr6	8897400	9.7307	2	1
21709	chr6	8897600	9.1511	2	1
21710	chr6	8897800	6.0363	2	1
21711	chr6	8898000	7.1663	2	1
21712	chr6	8898200	9.4263	2	1
21713	chr6	8898400	15.5738	2	1
21714	chr6	8898600	9.3443	2	1
21715	chr6	8898800	22.9626	2	1
21716	chr6	8899000	28.9169	2	1
21717	chr6	8899200	25.0293	2	1
21718	chr6	8899400	28.7237	2	1
21719	chr6	8899600	24.7541	2	1
21720	chr6	8899800	40.6324	2	1
21721	chr6	8900000	27.4825	2	1
21722	chr6	8900200	18.7998	2	1
21723	chr6	8900400	11.3291	2	1
21724	chr6	8900600	20.7846	2	1
21725	chr6	8900800	13.3958	2	1
21726	chr6	8901000	15.0234	2	1
21727	chr6	8901200	17.6698	2	1
21728	chr6	8901400	12.1839	2	1
21729	chr6	8901600	11.5223	2	1
21730	chr6	8901800	8.2143	2	1
21731	chr6	8902000	9.8127	2	1
21732	chr6	8902200	9.0691	2	1
21733	chr6	8902400	2.9216	2	0.9987
21734	chr6	8902600	1.7916	2	0.9977
21735	chr6	8902800	8.2143	2	1
21736	chr6	8903000	6.8911	2	1
21737	chr6	8903200	2.0668	2	0.9986
21738	chr6	8903400	3.7764	2	0.9995
21739	chr6	8903600	3.5831	2	0.9992
21740	chr6	8903800	1.4052	2	0.9973
21741	chr6	8904000	4.7131	2	0.9999
21742	chr6	8904200	3.1967	2	0.9997
21743	chr6	8904400	3.3899	2	0.9998
21744	chr6	8904600	14.3618	2	1
21745	chr6	8904800	7.5527	2	1
21746	chr6	8905000	8.4075	2	1
21747	chr6	8905200	10.0059	2	1
21748	chr6	8905400	10.8607	2	1
21749	chr6	8905800	6.6979	2	1
21750	chr6	8906000	15.0234	2	1
21751	chr6	8906200	8.4075	2	1
21752	chr6	8906400	10.0059	2	1
21753	chr6	8906600	9.5375	2	1
21754	chr6	8906800	6.9731	2	1
21755	chr6	8907000	16.6218	2	1
21756	chr6	8907200	11.0539	2	1
21757	chr6	8907400	2.26	2	0.9982
21758	chr6	8907600	3.1967	2	0.9984
21759	chr6	8907800	2.26	2	0.9981
21760	chr6	8908000	4.2447	2	0.9999
21761	chr6	8908200	6.6979	2	1
21762	chr6	8908400	2.7284	2	0.9914
21764	chr6	8908800	2.4532	2	0.9895
21765	chr6	8909000	6.6979	2	0.9999
21766	chr6	8909200	3.1148	2	0.9372
21767	chr6	8909600	1.7916	2	0.8137
21768	chr6	8909800	3.7764	2	0.7718
33965	chr6	12697200	3.1148	2	0.6286
33966	chr6	12697400	1.7916	2	0.7252
33967	chr6	12697600	7.5527	2	1
33968	chr6	12697800	8.6827	2	1
33969	chr6	12698000	9.5375	2	1
33970	chr6	12698200	4.4379	2	0.9999
33971	chr6	12698400	2.7284	2	0.9989
33972	chr6	12698600	2.9216	2	0.9987
33973	chr6	12698800	2.6171	2	0.9988
33974	chr6	12699000	9.8127	2	1
33975	chr6	12699200	7.8279	2	1
33976	chr6	12699400	14.1686	2	1
33977	chr6	12699600	5.5679	2	1
33978	chr6	12699800	4.4379	2	0.988
33979	chr6	12700000	3.1148	2	0.6928
37371	chr6	13703800	5.7611	2	0.748
37648	chr6	13785800	7.7459	2	1
37649	chr6	13786000	1.4052	2	0.998
37650	chr6	13786200	11.0539	2	1
37651	chr6	13786400	4.5199	2	1
37652	chr6	13786600	4.2447	2	0.9998
37653	chr6	13786800	1.212	2	0.9976
37654	chr6	13787000	5.7611	2	1
37655	chr6	13787200	2.9216	2	0.9967
37656	chr6	13787400	0.3572	2	0.9927
37657	chr6	13787600	6.4227	2	0.9985
41214	chr6	14847400	5.0995	2	0.9961
41215	chr6	14847600	4.4379	2	0.9998
41216	chr6	14847800	7.7459	2	1
41217	chr6	14848000	17.0082	2	1
41218	chr6	14848200	15.767	2	1
41219	chr6	14848400	14.637	2	1
41220	chr6	14848600	22.5761	2	1
41221	chr6	14848800	10.4743	2	1
41222	chr6	14849000	13.7003	2	1
41223	chr6	14849200	13.0387	2	1
41224	chr6	14849400	12.3771	2	1
41225	chr6	14849600	7.5527	2	1
41226	chr6	14849800	27.0141	2	1
41227	chr6	14850000	29.8537	2	1
41228	chr6	14850200	26.2705	2	1
41229	chr6	14850400	24.0925	2	1
41230	chr6	14850600	14.8302	2	1
41231	chr6	14850800	13.7822	2	1
41232	chr6	14851000	7.1663	2	1
41233	chr6	14851200	7.8279	2	1
41234	chr6	14851400	13.7822	2	1
41235	chr6	14851600	15.9602	2	1
41236	chr6	14851800	15.4918	2	1
41237	chr6	14852000	13.507	2	1
41238	chr6	14852200	15.0234	2	1
41239	chr6	14852400	10.6675	2	1
41240	chr6	14852600	8.4075	2	1
41241	chr6	14852800	6.8911	2	1
41242	chr6	14853000	4.7131	2	1
41243	chr6	14853200	8.6827	2	1
41244	chr6	14853400	5.5679	2	1
41245	chr6	14853600	4.4379	2	0.9989
41246	chr6	14853800	3.7764	2	0.9723
41247	chr6	14854000	3.1148	2	0.8048
44184	chr6	15670600	4.7131	2	0.9823
44185	chr6	15670800	10.8607	2	1
44186	chr6	15671000	7.7167	2	1
44187	chr6	15671200	4.7131	2	1
44188	chr6	15671400	9.7307	2	1
44189	chr6	15671600	5.0995	2	0.9998
44190	chr6	15671800	4.4379	2	0.9752
44841	chr6	15846800	6.4227	2	0.7707
46322	chr6	16266200	3.1148	2	0.6266
46323	chr6	16266400	2.9216	2	0.848
46324	chr6	16266600	7.7459	2	0.9997
46330	chr6	16267800	7.0843	2	1
46331	chr6	16268000	6.2295	2	0.9999
46332	chr6	16268200	3.1148	2	0.6958
48789	chr6	16949000	4.4379	2	0.9739
48790	chr6	16949200	6.4227	2	1
48791	chr6	16949400	4.4379	2	0.9963
48792	chr6	16949600	3.1148	2	0.9072
48793	chr6	16949800	3.1148	2	0.7313
49008	chr6	17014000	3.5831	2	0.7227
49009	chr6	17014200	5.7611	2	0.8386
49912	chr6	17230200	2.9216	2	0.6472
49913	chr6	17230400	7.0843	2	1
49914	chr6	17230600	6.9731	2	1
49915	chr6	17230800	9.0691	2	1
49916	chr6	17231000	7.3595	2	1
49917	chr6	17231200	2.7284	2	0.9995
49918	chr6	17231400	6.5047	2	0.9999
50022	chr6	17255800	4.9063	2	0.9892
50023	chr6	17256000	8.0211	2	1
50024	chr6	17256200	13.3138	2	1
50025	chr6	17256400	5.5679	2	1
50026	chr6	17256600	3.3899	2	0.9995
50027	chr6	17256800	2.1487	2	0.9987
50028	chr6	17257000	5.8431	2	1
50029	chr6	17257200	1.8736	2	0.9955
50030	chr6	17257400	1.9555	2	0.9956
50031	chr6	17257600	4.2447	2	0.9997
50032	chr6	17257800	4.7131	2	1
50033	chr6	17258000	6.2295	2	0.9999
50034	chr6	17258200	2.7284	2	0.6798
50650	chr6	17413800	5.5679	2	0.9985
50651	chr6	17414000	7.0843	2	1
50652	chr6	17414200	7.7459	2	1
50653	chr6	17414400	5.6499	2	1
50655	chr6	17414800	2.26	2	0.9966
50656	chr6	17415000	4.2447	2	0.9981
50657	chr6	17415200	4.2447	2	0.9927
50658	chr6	17415400	3.1148	2	0.9016
50659	chr6	17415600	2.4532	2	0.7219
50663	chr6	17416400	3.1148	2	0.6449
50664	chr6	17416600	5.0995	2	0.6666
52916	chr6	17978000	4.4379	2	0.9251
52917	chr6	17978200	2.5351	2	0.9547
52918	chr6	17978400	5.7611	2	0.991
52919	chr6	17978600	1.13	2	0.9091
52920	chr6	17978800	2.4532	2	0.8952
52921	chr6	17979000	0.4684	2	0.887
52923	chr6	17979400	4.4379	2	0.9966
52924	chr6	17979600	5.8431	2	1
52925	chr6	17979800	4.7131	2	1
52926	chr6	17980000	9.5375	2	1
52927	chr6	17980200	12.6522	2	1
52928	chr6	17980400	6.8911	2	1
52930	chr6	17980800	3.1967	2	0.9996
52931	chr6	17981000	14.637	2	1
52932	chr6	17981200	14.637	2	1
52933	chr6	17981400	8.8759	2	1
52934	chr6	17981600	9.3443	2	1
52935	chr6	17981800	6.9731	2	1
52936	chr6	17982000	1.2939	2	0.9979
52937	chr6	17982200	5.8431	2	1
52938	chr6	17982400	0.9368	2	0.9973
52939	chr6	17982600	11.0539	2	1
54666	chr6	18463600	4.0515	2	0.9631
54667	chr6	18463800	8.8759	2	1
54668	chr6	18464000	6.2295	2	1
54669	chr6	18464200	8.6827	2	1
54670	chr6	18464400	1.1007	2	0.9975
54671	chr6	18464600	6.0363	2	1
54672	chr6	18464800	3.8583	2	0.9962
54673	chr6	18465000	2.5351	2	0.9686
54674	chr6	18465200	4.2447	2	0.9463
63848	chr6	21164000	4.4379	2	0.9646
63849	chr6	21164200	4.9063	2	0.9984
63850	chr6	21164400	3.3899	2	0.9977
63851	chr6	21164600	0.8256	2	0.9948
63852	chr6	21164800	4.4379	2	0.9994
63853	chr6	21165000	2.26	2	0.9987
63854	chr6	21165200	3.8583	2	0.9998
63855	chr6	21165400	5.4567	2	1
63856	chr6	21165600	7.7459	2	1
63857	chr6	21165800	6.4227	2	1
63858	chr6	21166000	7.0843	2	1
63859	chr6	21166200	6.0363	2	1
63860	chr6	21166400	4.5199	2	1
63861	chr6	21166600	7.5527	2	1
63862	chr6	21166800	9.0691	2	1
63863	chr6	21167000	4.9063	2	1
63864	chr6	21167200	5.5679	2	0.9979
66257	chr6	21800600	4.9063	2	0.9892
66258	chr6	21800800	7.5527	2	1
66259	chr6	21801000	3.0035	2	0.9997
66260	chr6	21801200	4.4379	2	1
66261	chr6	21801400	15.4918	2	1
66262	chr6	21801600	15.4918	2	1
66263	chr6	21801800	1.9555	2	0.9987
66264	chr6	21802000	4.2447	2	0.9998
66265	chr6	21802200	5.7611	2	0.9995
66266	chr6	21802400	3.1967	2	0.7311
66291	chr6	21807400	3.3899	1	0.6289
66292	chr6	21807600	5.5679	1	0.7383
66783	chr6	21935200	2.4532	2	0.6129
66784	chr6	21935400	2.9216	2	0.8011
66785	chr6	21935600	3.1148	2	0.9299
66786	chr6	21935800	4.2447	2	0.9953
66787	chr6	21936000	3.7764	2	0.9993
66788	chr6	21936200	4.4379	2	1
66789	chr6	21936400	6.6979	2	1
66790	chr6	21936600	6.0363	2	1
66791	chr6	21936800	9.7307	2	1
66792	chr6	21937000	9.0691	2	1
66793	chr6	21937200	3.7764	2	0.9104
66859	chr6	21952200	2.4532	1	0.6506
66860	chr6	21952400	5.7611	2	0.9995
66861	chr6	21952600	4.4379	2	1
66862	chr6	21952800	4.9063	2	1
66863	chr6	21953000	9.7307	2	1
66864	chr6	21953200	8.4075	2	1
67936	chr6	22213000	6.4227	2	0.7791
68012	chr6	22229600	3.5831	2	0.8135
68013	chr6	22229800	4.7131	2	0.9736
68014	chr6	22230000	1.4052	2	0.9739
68015	chr6	22230200	3.3899	2	0.9893
68016	chr6	22230400	3.3899	2	0.9939
68017	chr6	22230600	2.0668	2	0.9945
68018	chr6	22230800	4.4379	2	0.9993
68019	chr6	22231000	5.7611	2	0.9983
68045	chr6	22236200	5.7611	2	0.9987
68046	chr6	22236400	4.4379	2	0.9999
68047	chr6	22236600	3.1148	2	0.9997
68048	chr6	22236800	6.4227	2	1
68049	chr6	22237000	6.0363	2	1
68050	chr6	22237200	6.5047	2	1
68051	chr6	22237400	9.5375	2	1
68052	chr6	22237600	5.5679	2	1
68053	chr6	22237800	8.0211	2	1
68054	chr6	22238000	12.8455	2	1
68055	chr6	22238200	18.1382	2	1
68056	chr6	22238400	24.0925	2	1
68057	chr6	22238600	13.7822	2	1
68058	chr6	22238800	28.7237	2	1
68059	chr6	22239000	19.2682	2	1
68060	chr6	22239200	10.9427	2	1
68061	chr6	22239400	14.637	2	1
68062	chr6	22239600	12.1839	2	1
68063	chr6	22239800	9.6195	2	1
68064	chr6	22240000	7.0843	2	1
68065	chr6	22240200	2.4532	2	0.9934
68066	chr6	22240400	1.4052	2	0.9896
68067	chr6	22240600	2.4532	2	0.9934
68068	chr6	22240800	16.3466	2	1
68069	chr6	22241000	3.1967	2	0.9979
68070	chr6	22241200	2.9216	2	0.9938
68071	chr6	22241400	2.4532	2	0.9885
68073	chr6	22241800	4.4379	2	0.9994
68074	chr6	22242000	10.3923	2	1
68075	chr6	22242200	9.7307	2	1
68076	chr6	22242400	4.4379	2	0.9667
68103	chr6	22247800	4.4379	2	0.9378
68104	chr6	22248000	5.3747	2	0.969
68105	chr6	22248200	3.7764	2	0.8586
70285	chr6	22824000	3.7764	2	0.922
70286	chr6	22824200	10.8607	2	1
70292	chr6	22825400	3.5831	2	0.8774
70293	chr6	22825600	6.0363	2	0.9999
70294	chr6	22825800	5.5679	2	1
70295	chr6	22826000	7.7459	2	1
70296	chr6	22826200	7.7459	2	1
71680	chr6	23192600	5.0995	2	0.9807
71681	chr6	23192800	2.5351	2	0.9862
71682	chr6	23193000	3.7764	2	0.9941
71683	chr6	23193200	2.4532	2	0.9938
71684	chr6	23193400	2.3419	2	0.9955
71685	chr6	23193600	11.0539	2	1
71686	chr6	23193800	14.1686	2	1
71687	chr6	23194000	21.6394	2	1
71688	chr6	23194200	11.7155	2	1
71689	chr6	23194400	21.253	2	1
71690	chr6	23194600	12.1839	2	1
71691	chr6	23194800	8.8759	2	1
71692	chr6	23195000	5.5679	2	1
71693	chr6	23195200	7.0843	2	1
71694	chr6	23195400	18.6066	2	1
71695	chr6	23195600	27.2073	2	1
71696	chr6	23195800	36.856	2	1
71697	chr6	23196000	21.6394	2	1
71698	chr6	23196200	9.8127	2	1
71699	chr6	23196400	12.3771	2	1
71700	chr6	23196600	13.0094	2	1
71701	chr6	23196800	13.589	2	1
71702	chr6	23197000	13.9754	2	1
71703	chr6	23197200	20.9778	2	1
71704	chr6	23197400	27.0141	2	1
71705	chr6	23197600	27.4825	2	1
71706	chr6	23197800	24.0925	2	1
71707	chr6	23198000	27.5937	2	1
71708	chr6	23198200	17.3654	2	1
71709	chr6	23198400	17.6698	2	1
71710	chr6	23198600	36.0012	2	1
71711	chr6	23198800	32.5	2	1
71712	chr6	23199000	19.7366	2	1
71713	chr6	23199200	10.8607	2	1
71714	chr6	23199400	12.1839	2	1
71715	chr6	23199600	26.0773	2	1
